,pc1,pc2,pc3,GMM_cluster,K_means_cluster,target
0,-5.970854147817969,3.2115949711799994,23.379622145795942,2,1,0
1,-4.702020130734518,1.946791638180717,19.242495531916227,2,1,0
2,-4.777728294791616,7.520837127579463,29.31501287902555,2,1,0
3,-3582.5175590298973,1686.827326841709,1017.9396265219989,1,3,0
4,-5.831571393094267,-0.5400259947256527,16.94639562763253,2,1,0
5,-7.288088596215736,3.5170178123319737,31.99196301473123,2,1,1
6,-7.130453167615444,-2.952549699809606,23.06096539267865,2,1,0
7,-5.394121594982718,-0.8587275591617268,12.125439107223459,2,1,0
8,-4.353446179367279,2.952808887906889,23.81952357311279,2,1,0
9,-5.073881113332002,-2.0234434984347986,21.023517204635088,2,1,0
10,-4.204056076610244,2.1841337876827094,24.088305088966354,2,1,0
11,-7565.707903770554,3547.7651168762286,2119.9497605460633,4,2,1
12,-5.250485002488516,2.5381233448556095,26.09714537185528,2,1,0
13,1947.8121414124473,-912.9893801100939,-514.2301737161941,0,4,1
14,-4.8321223151396815,2.740004012836516,21.015076210710575,2,1,1
15,-4.845181965657499,3.042353384622138,19.397858247407697,2,1,1
16,-5.191983272148096,3.0937898104295787,28.790082851728133,2,1,0
17,-4.659265316222255,6.0829884753823675,24.77891566477837,2,1,0
18,-2.886407043683941,2.384171906224293,35.96578264824917,2,1,0
19,-5.744701300475801,4.569740352403354,31.628812447361472,2,1,0
20,-6.271330526239754,2.515221879055099,21.357854363153276,2,1,0
21,-8.553430782210018,2.2535551790881563,28.76489287285062,2,1,1
22,-7967.198908804403,3738.1226674623404,2232.8158281554215,4,2,1
23,-6.533793335606927,-1.3596179058305704,10.255602270157699,2,1,0
24,-4547.576812029202,2152.9174742919377,1297.0346334667518,1,5,0
25,-9.244409703754334,1.0790497125696945,22.377013771529132,2,1,0
26,-3.747842498584828,-1.544788394863865,21.64778138562337,2,1,1
27,-4.48405203176746,2.581118503796029,22.895503301091615,2,1,0
28,2041.2914263046118,-959.0378726827734,-540.6361961501128,0,4,1
29,-4.777700588768485,-3.873396885651906,10.484754390159452,2,1,0
30,-6.3735788985913,0.9722002146305997,21.36641745892387,2,1,0
31,1551.8794079777601,-727.0260214881979,-409.28850904674164,0,4,0
32,-4.643913472351848,12.946754754731877,36.67640266633417,2,1,0
33,-5.340504567480475,7.188038521278801,21.70501088680914,2,1,1
34,-15562.425514321652,7314.766597123644,4346.518591848752,3,0,1
35,-9.692036822392282,-2.20746984590771,23.23760295003678,2,1,0
36,-4.843482668317969,-0.965350750328785,22.485136105912815,2,1,0
37,1652.3670072376133,-784.9956241263461,-457.4082306530032,0,4,0
38,-6.115573326002531,-0.7466362468227673,14.945157958394198,2,1,0
39,-6.614115185482313,-1.1291399924778276,19.842142718308054,2,1,0
40,-6.439971106477484,0.676375543976476,22.593384800135798,2,1,0
41,-6.212687817163608,-2.6839344336650144,14.681431344289237,2,1,0
42,-15564.58486853909,7306.721003097027,4339.374599379744,3,0,1
43,-15563.071779327118,7305.000081755197,4340.6665876801935,3,0,1
44,-3.0568450834297636,-0.6325467429117826,23.42710101618874,2,1,0
45,-7.544623005205703,2.555823467148208,30.590822411627524,2,1,1
46,-3.8834844835315034,0.7584982685388035,23.267989217396618,2,1,0
47,-5.521388756407953,-1.2707540164234135,10.511005890999241,2,1,0
48,-6.16758724247845,9.463036037914632,30.624335835196305,2,1,1
49,-6.782920171388886,3.467679260530968,19.9157904388173,2,1,0
50,-3.169770097146828,3.0993187713865558,25.692213469329847,2,1,0
51,-5.867867596238691,3.8620348972644303,31.180444231922518,2,1,0
52,-8.66430474071473,1.726955806917038,29.52833813050932,2,1,1
53,-7562.865638200996,3553.758057099954,2132.867161816494,4,2,1
54,-5.386191154619597,5.803377487431849,26.319246875869368,2,1,0
55,-1478.3874558358764,687.0162313406156,412.71531929558813,1,8,0
56,-7.31432359479484,-2.2031295591241173,22.686770559253908,2,1,1
57,2039.2683897123206,-959.4312642765382,-541.7654683137024,0,4,1
58,-7.397389852918715,2.659250470813815,27.176479188853254,2,1,1
59,-8.087522980773647,-1.252940831622009,16.21426471592036,2,1,0
60,-5.124562229736119,3.4684929507758895,25.28557764464232,2,1,0
61,-15566.252470995805,7320.479275457075,4362.294834987826,3,0,1
62,-5.209586579304605,3.212555570799051,22.60955728485434,2,1,0
63,-5.323719554077769,0.5294309439880984,27.191408180617152,2,1,0
64,-5.166255471447401,-1.1390118482686333,21.523359594636958,2,1,0
65,-7.368563722498465,2.645115172441102,32.81632026887095,2,1,1
66,-4.978564429431427,1.3289330418081642,14.330596186549018,2,1,0
67,-6.281823337176741,22.95628326909755,59.70478703877755,2,1,0
68,-5.341668201841601,6.049107192668541,27.33717982123335,2,1,1
69,-4.960033114502553,2.5470124794740974,23.98777439470205,2,1,1
70,-6.854291787001652,6.619125183161268,24.767371216061807,2,1,1
71,-8.234257216676943,-5.168669684803122,15.178711876541517,2,1,0
72,-4.998777733511159,0.7980254748637048,23.573865992376156,2,1,0
73,1939.3734520659184,-911.1885647133029,-514.2352339300737,0,4,0
74,-4.991118396943674,2.9801364829530055,23.242178821220076,2,1,0
75,-8.630261471387733,-1.8537679877970878,21.8609770348527,2,1,1
76,-3.2354751546010325,1.5124818672005937,26.84074095390909,2,1,0
77,-3089.1626262679847,1454.053217410888,888.1825588659053,1,3,0
78,-5.58541715381792,-0.05999978731955308,26.456183108038253,2,1,1
79,-4.352237586376571,3.874222677657995,24.099152142566833,2,1,0
80,-5.08733529179776,6.9318104258885045,29.64253488698335,2,1,1
81,-5.374775421084035,10.575990443306551,26.720650456286148,2,1,1
82,-7.739308262961958,-1.5876307250993056,14.563245063449727,2,1,0
83,-5.141772151256679,2.8409426666922792,21.00316094134235,2,1,0
84,-7.526779283678639,3.019937098370537,25.86160074173106,2,1,0
85,-9.581411136964238,5.277664943906015,32.393837757526704,2,1,1
86,-8.500492798263238,0.8650808177737657,21.538587051411298,2,1,1
87,-6.243869270277452,0.8963367466164496,24.52347544479866,2,1,0
88,-7.127187695805583,3.119013755904855,24.136448637275535,2,1,0
89,-4.716555228600767,-1.3945742545092223,26.48484989931043,2,1,0
90,-5.028212500746322,6.398825519438375,26.969463593727216,2,1,0
91,-5.899733683071485,5.751487019825808,28.040201626128287,2,1,0
92,-2993.3903851694745,1406.9192349262341,852.4569295179565,1,3,0
93,-6.8971792529134355,5.806845803409794,26.873203092912064,2,1,0
94,-9.684805624486364,2.080312545059547,30.9813588612502,2,1,1
95,-3.412133704814599,6.001626953603088,22.0724778821041,2,1,0
96,-5.580106928414401,3.510791335128085,23.536173702852096,2,1,0
97,-5.730320342366457,4.209847769254414,23.043625550552445,2,1,1
98,-5.101105223889123,-2.077606074717953,6.782061553987925,2,1,0
99,-7.313316961449292,-0.6834587209868236,16.267263559679765,2,1,0
100,-6.327333654409718,5.272084915341469,25.49422755883757,2,1,1
101,-7.324646782353758,1.257238680308878,23.835864379189633,2,1,0
102,-6.500296592818785,-0.18583929915932834,24.24369000224709,2,1,1
103,-6.307876718484565,5.700676592436556,28.83438368640855,2,1,1
104,-5.5692133908958565,1.4378001747169005,22.51778380255794,2,1,0
105,-7.9055191520653905,0.7837289508812628,23.90952996377654,2,1,1
106,-4.637078761738803,-2.953758740359718,11.519263941093712,2,1,0
107,-5.485835209774875,4.248467866076965,30.545400778573622,2,1,1
108,-12098.610417987637,5680.756221794468,3384.065282748646,4,7,1
109,-5.981940449229043,0.9672625896466323,19.857029197489883,2,1,0
110,-5.038429660011042,4.234510419906003,26.441538446644905,2,1,0
111,-7.927542727174855,-2.1044262013832715,11.991306251562278,2,1,0
112,-4.757445312961001,1.4219684614156687,26.435668474783366,2,1,0
113,-5.280509506468333,11.603382276741042,23.67169339220666,2,1,0
