,pc1,GMM_cluster,K_means_cluster,target
0,-0.5724594517574438,0,0,0.0
1,-0.32752223361726623,0,0,0.0
2,-0.704073410029609,0,0,0.0
3,-0.49585240837411687,0,0,0.0
4,-0.6660308376619908,0,0,0.0
5,-0.15042679380718763,0,0,0.0
6,-0.6114721804087581,0,0,0.0
7,-0.3740851256508121,0,0,0.0
8,-0.7717966061150787,0,0,0.0
9,-0.7949418744545931,0,0,0.0
10,-0.3529901962913084,0,0,1.0
11,-0.44509977508423554,0,0,0.0
12,-0.7563136480161025,0,0,0.0
13,3.5566517009881675,1,1,1.0
14,-0.6599378146947605,0,0,0.0
15,-0.5659322093316392,0,0,0.0
16,-0.34579827855401,0,0,0.0
17,-0.5919152380289732,0,0,0.0
18,-0.723019396161423,0,0,0.0
19,-0.6530440937890063,0,0,0.0
20,-0.7844465743319179,0,0,0.0
21,-0.7499212444685545,0,0,0.0
22,-0.6040506356304146,0,0,0.0
23,-0.7660041680654507,0,0,0.0
24,-0.557255069287353,0,0,0.0
25,-0.49129726860754136,0,0,0.0
26,3.4794831509622504,1,1,1.0
27,-0.420639926531679,0,0,0.0
28,-0.7701022941648955,0,0,0.0
29,-0.8181590111694219,0,0,0.0
30,-0.7155436369116627,0,0,0.0
31,3.559600158405608,1,1,1.0
32,-0.43322279684888626,0,0,0.0
33,-0.29979745592501633,0,0,0.0
34,-0.4612411882203371,0,0,0.0
35,-0.4768205319518865,0,0,0.0
36,-0.5948589249707308,0,0,0.0
37,-0.5421294185459379,0,0,0.0
38,-0.37305121394433416,0,0,0.0
39,3.697826384157123,1,1,0.0
40,-0.7819298284045103,0,0,0.0
41,-0.32060426870426967,0,0,0.0
42,-0.9340580019119414,0,0,0.0
43,-0.8954250049977682,0,0,0.0
44,-0.5697430037706732,0,0,0.0
45,-0.6059406640841181,0,0,0.0
46,-0.6490001821609784,0,0,1.0
47,3.2213018773413205,1,1,0.0
48,-0.7718061470664436,0,0,0.0
49,3.411750413925416,1,1,0.0
50,-0.7186940311069914,0,0,0.0
51,-0.4252392444104124,0,0,0.0
52,-0.6552372151288539,0,0,0.0
53,-0.48489148622388434,0,0,0.0
54,-0.6328377419155671,0,0,1.0
55,3.3334600493419564,1,1,1.0
56,3.771140081514332,1,1,1.0
57,3.441499563541732,1,1,1.0
58,-0.7905358849933216,0,0,0.0
59,-0.5894237942786639,0,0,1.0
60,-0.33272641304851974,0,0,0.0
61,-0.6966024212555311,0,0,0.0
62,-0.5246347441835868,0,0,0.0
63,-0.48903306381221895,0,0,0.0
64,-0.6940255826226995,0,0,0.0
65,-0.6709561682143425,0,0,0.0
66,-0.845251805504391,0,0,0.0
67,-0.4595089184323644,0,0,0.0
68,3.3740746898667235,1,1,0.0
69,-0.6195431346807558,0,0,0.0
70,-0.41844203471614894,0,0,0.0
71,-0.6746211330250688,0,0,0.0
72,-0.5764322799299969,0,0,0.0
73,-0.6381251503011622,0,0,0.0
74,-0.23694587132837538,0,0,0.0
75,-0.3630657139613742,0,0,0.0
76,-0.5305892159667338,0,0,0.0
77,3.443269729423072,1,1,1.0
78,-0.7541766338258359,0,0,0.0
79,3.44378430003847,1,1,1.0
80,-0.08350800796606836,0,0,0.0
81,3.4538306776466934,1,1,0.0
82,-0.4315936901201709,0,0,0.0
83,-0.27770584607355614,0,0,0.0
84,-0.41006798755800694,0,0,0.0
85,-0.47718499787118823,0,0,0.0
86,-0.3629179916549025,0,0,0.0
87,-0.7095085407216758,0,0,0.0
88,-0.6403941255721671,0,0,0.0
89,-0.5453556666724237,0,0,0.0
90,-0.45444397852607366,0,0,0.0
91,-0.7186940311069914,0,0,0.0
92,-0.6782252202105317,0,0,0.0
93,-0.7372170617802983,0,0,0.0
94,-0.700262615590575,0,0,0.0
95,-0.4006791105961168,0,0,0.0
96,-0.5021099730434081,0,0,0.0
97,-0.7262709464650072,0,0,0.0
98,-0.36665403992110374,0,0,0.0
99,-0.31534467046431475,0,0,0.0
100,-0.20992893092456358,0,0,0.0
101,-0.4717450967034389,0,0,0.0
102,-0.43261806087528387,0,0,0.0
103,-0.6672201199481412,0,0,0.0
104,-0.6593463319783496,0,0,0.0
105,3.580316310418762,1,1,0.0
106,-0.5576930010517539,0,0,0.0
107,-0.46610802923348343,0,0,0.0
108,-0.49129726860754136,0,0,0.0
109,-0.8184463428298328,0,0,0.0
110,-0.6555992929620974,0,0,0.0
111,3.546590620324067,1,1,1.0
112,-0.7285399217360121,0,0,0.0
113,-0.6548732446174462,0,0,0.0
114,-0.5626436337812039,0,0,0.0
115,-0.6640491940513967,0,0,0.0
116,-0.744330743196815,0,0,0.0
117,-0.702611107510095,0,0,0.0
118,-0.31553455832229643,0,0,0.0
119,-0.5134718852554656,0,0,0.0
120,-0.6205004075362369,0,0,0.0
121,3.4160732710113053,1,1,1.0
122,3.7117909325870047,1,1,1.0
123,-0.5781156011301292,0,0,0.0
124,-0.5388236537709367,0,0,0.0
125,-0.5953734955861285,0,0,0.0
126,-0.5136248734455139,0,0,0.0
127,-0.7711362058713733,0,0,0.0
128,-0.5503528656000898,0,0,0.0
129,-0.7474811373921437,0,0,0.0
130,-0.8429828302333862,0,0,0.0
131,-0.6530440937890063,0,0,0.0
132,-0.5433897842875631,0,0,0.0
133,-0.2960835425264496,0,0,0.0
134,-0.4052918073109594,0,0,0.0
135,-0.6382776430833164,0,0,0.0
136,-0.7660041680654507,0,0,0.0
137,-0.5519078414463503,0,0,0.0
138,-0.39507680586587207,0,0,0.0
139,3.319212939727347,1,1,0.0
140,3.356651883879687,1,1,1.0
141,-0.37929446718657805,0,0,0.0
142,-0.6135886628976088,0,0,0.0
143,-0.5562464597579734,0,0,0.0
144,-0.38494584608358096,0,0,0.0
145,-0.4753587248402667,0,0,0.0
146,-0.4328295386045374,0,0,0.0
147,-0.5734079685813995,0,0,0.0
148,-0.8835974707581534,0,0,0.0
149,-0.5539411915598194,0,0,0.0
150,-0.7129462665774153,0,0,0.0
151,-0.5688758962733969,0,0,0.0
152,-0.3858935779876971,0,0,0.0
153,-0.4157977283547091,0,0,0.0
154,3.5161249633144647,1,1,1.0
155,-0.5327933280566324,0,0,0.0
156,-0.556448396535862,0,0,0.0
157,-0.2813037129846505,0,0,0.0
158,-0.5365436877498809,0,0,1.0
159,-0.2140903170388961,0,0,0.0
160,-0.47632411064828034,0,0,0.0
161,-0.3738641069701936,0,0,0.0
162,-0.5711990860158186,0,0,0.0
163,-0.8346040125995617,0,0,0.0
164,-0.5412479996216141,0,0,0.0
165,-0.5542442844459635,0,0,0.0
166,-0.7976543368855209,0,0,0.0
167,3.7875898534201546,1,1,1.0
168,-0.15256619608351232,0,0,1.0
169,-0.6458340267399164,0,0,0.0
170,-0.5997794850473999,0,0,0.0
171,-0.6435445197674957,0,0,0.0
172,-0.4166157616852274,0,0,0.0
173,-0.4641373763729403,0,0,0.0
174,3.4711043333284257,1,1,1.0
175,-0.8530354281159781,0,0,0.0
176,-0.47991243660800986,0,0,0.0
177,-0.8717699365185385,0,0,0.0
178,-0.1985978179885549,0,0,0.0
179,-0.5077518109890461,0,0,0.0
180,-0.21212682274009356,0,0,0.0
181,-0.41880361714149844,0,0,0.0
182,-0.6611198185366866,0,0,1.0
183,3.364228799237703,1,1,1.0
184,-0.6071962593500608,0,0,0.0
185,-0.4786616118177495,0,0,0.0
186,-0.6052399179165651,0,0,0.0
187,-0.47403937415154207,0,0,0.0
188,-0.49717987201537406,0,0,0.0
189,-0.5628202683819942,0,0,0.0
190,-0.7262709464650072,0,0,0.0
191,-0.7607915058526882,0,0,0.0
192,-0.4232196429620289,0,0,0.0
193,-0.7120901498301898,0,0,0.0
194,-0.6619327115625461,0,0,0.0
195,-0.658176131594929,0,0,0.0
196,-0.607715600441141,0,0,0.0
197,-0.32441456773540955,0,0,1.0
198,-0.5327933280566324,0,0,0.0
199,-0.48057138705302915,0,0,0.0
200,-0.5639505657210452,0,0,0.0
201,-0.7767267071431128,0,0,0.0
202,-0.34381186446773354,0,0,0.0
203,-0.6044079429879757,0,0,0.0
204,-0.6522216598117819,0,0,0.0
205,-0.7290497218757274,0,0,0.0
206,-0.3735767753097828,0,0,0.0
207,-0.4218955217976218,0,0,0.0
208,-0.6147731747080768,0,0,0.0
209,-0.6149075181784394,0,0,0.0
210,-0.7322917312279467,0,0,0.0
211,-0.45509338801972804,0,0,0.0
212,-0.4526690421690507,0,0,0.0
213,-0.6925585096275032,0,0,0.0
214,-0.7369297301198875,0,0,0.0
215,3.685500040527844,1,1,0.0
216,-0.6558866246225082,0,0,0.0
217,-0.6414280372786451,0,0,0.0
218,-0.5253813242296539,0,0,0.0
219,-0.48240388035831916,0,0,0.0
220,-0.5092007346724509,0,0,0.0
221,3.505764502070046,1,1,1.0
222,-0.5840605319619113,0,0,0.0
223,3.3354416929525503,1,1,1.0
224,-0.6343048149107634,0,0,0.0
225,-0.3801648953608509,0,0,0.0
226,-0.5259717487762089,0,0,0.0
227,-0.5195841157043434,0,0,0.0
228,-0.8769019743244613,0,0,0.0
229,-0.7155436369116627,0,0,0.0
230,-0.50400622177148,0,0,0.0
231,-0.8311552959937714,0,0,0.0
232,-0.3547795696542964,0,0,0.0
233,-0.9133323089474219,0,0,0.0
234,-0.5945558320845865,0,0,0.0
235,-0.5358128689295473,0,0,0.0
236,-0.836287333799694,0,0,0.0
237,3.4178397245868193,1,1,1.0
238,-0.7273711711512776,0,0,0.0
239,-0.6329725807938237,0,0,0.0
240,-0.5997794850473999,0,0,0.0
241,-0.6948179439471432,0,0,0.0
242,-0.4001597695050367,0,0,0.0
243,-0.48829602471751676,0,0,0.0
244,-0.6790428837120737,0,0,0.0
245,-0.5662895166892004,0,0,0.0
246,-0.7339860431781299,0,0,0.0
247,-0.20699478493417087,0,0,0.0
248,-0.47051401869475484,0,0,0.0
249,-0.5894443259800797,0,0,0.0
250,-0.7870776274361664,0,0,0.0
251,-0.2205008698982356,0,0,0.0
252,3.3472692271921654,1,1,0.0
253,-0.45626213860446263,0,0,0.0
254,-0.48739247092555854,0,0,0.0
255,-0.6849815942694873,0,0,0.0
256,-0.3751697089938328,0,0,0.0
257,-0.6807009027351076,0,0,0.0
258,-0.25075504917858427,0,0,0.0
259,-0.7729653566998133,0,0,0.0
260,-0.6867385068936365,0,0,0.0
261,-0.7711362058713733,0,0,0.0
262,-0.6928410708122316,0,0,0.0
263,-0.6709609386900249,0,0,0.0
264,3.523546508092808,1,1,1.0
265,-0.3870828602738475,0,0,0.0
266,3.736984942436745,1,1,0.0
267,-0.6044893523146551,0,0,0.0
268,-0.6721201483233946,0,0,0.0
269,3.618064176102785,1,1,1.0
270,-0.5892841849247247,0,0,0.0
271,-0.4874941224417082,0,0,0.0
272,-0.7233224890475672,0,0,0.0
273,-0.5350670738033196,0,0,0.0
274,-0.3571064717025447,0,0,0.0
275,-0.6472963292594304,0,0,0.0
276,-0.7135619933010686,0,0,0.0
277,-0.6650831057578747,0,0,0.0
278,-0.16805869513385355,0,0,0.0
